slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen
finca-la-rosala-calzada-de-calatrava,Finca La Rosala,Calzada de Calatrava,Frutos secos,"Frutos secos tostados a mano, pistacho, almendra violeta, mezclas gourmet","C. Real, 105","Empresa familiar de Calzada de Calatrava que elabora frutos secos gourmet tostados a mano, con pistachos de su propia finca.",Lunes a viernes 10:00-14:00,651 808 819,comercial@fincalarosala.es,https://fincalarosala.es/,https://www.facebook.com/fincalarosala/,https://www.instagram.com/fincalarosala/,https://www.google.com/maps/search/?api=1&query=Finca%20La%20Rosala%2C%20C.%20Real%2C%20105%2C%20Calzada%20de%20Calatrava%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,38.7000238,-3.7732977,
frutos-secos-la-melonera-villahermosa,Frutos Secos La Melonera,Villahermosa,Frutos secos,"Nueces ecológicas, almendras, avellanas, pistachos, piñones",Villahermosa,"Finca del Campo de Montiel dedicada al cultivo, envasado y comercialización de frutos secos ecológicos de producción nacional.",Consultar web,606 623 166,info@frutossecoslamelonera.com,https://www.frutossecoslamelonera.com/,,,https://www.google.com/maps/search/?api=1&query=Frutos%20Secos%20La%20Melonera%2C%20Villahermosa%2C%20Villahermosa%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,38.8177186,-2.8442747,
thoth-alimentacion-socuellamos,THOTH Alimentación,Socuéllamos,Frutos secos,"Cremas de pistacho, crema de almendra, patés de frutos secos","C. Conde de las Cabezuelas, 29","Obrador de Socuéllamos dedicado al procesado artesanal en frío de frutos secos y a cremas y patés de pistacho, almendra y avellana.",Consultar web,,,http://www.thothalimentacion.com,https://www.facebook.com/Thothalimentacion/,https://www.instagram.com/t_h_o_t_halimentacion/,https://www.google.com/maps/search/?api=1&query=THOTH%20Alimentaci%C3%B3n%2C%20C.%20Conde%20de%20las%20Cabezuelas%2C%2029%2C%20Socu%C3%A9llamos%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,39.2798686,-2.7908373,
miel-montes-del-quijote-la-solana,Miel Montes del Quijote,La Solana,Miel,"Miel artesanal, miel de La Solana","N-430 km 382,700",Productor local de miel en La Solana con venta directa y presencia en redes sociales.,Lunes a sábado 9:00-17:00,627 425 165,,https://www.todosbiz.es/miel-montes-del-quijote-627-42-51-65,,,https://www.google.com/maps/search/?api=1&query=Miel%20Montes%20del%20Quijote%2C%20N-430%20km%20382%2C700%2C%20La%20Solana%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,38.9394524,-3.2537123,
mieles-san-benito-almodovar-del-campo,Mieles San Benito,Almodóvar del Campo,Miel,"Miel ecológica, miel de romero, miel del Valle de Alcudia",San Benito,Apicultores de cuarta generación con colmenas en el Valle de Alcudia y miel reconocida en premios BRESCA.,Consultar web,,,https://cadenaser.com/castillalamancha/2025/02/18/es-la-mejor-miel-de-la-peninsula-iberica-y-se-produce-en-esta-pedania-de-ciudad-real-ser-ciudad-real/,,,https://www.google.com/maps/search/?api=1&query=Mieles%20San%20Benito%2C%20San%20Benito%2C%20Almod%C3%B3var%20del%20Campo%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,38.5651619,-4.6760711,
obrador-manzaneque-campo-de-criptana,Obrador Manzaneque,Campo de Criptana,Pan y pastelería,"Pan de masa madre, barras tradicionales, roscón de reyes, asados en horno de leña","C. Delicias, 44",Obrador de panadería y pastelería de Campo de Criptana que elabora panes tradicionales con masa madre y materias primas naturales.,Consultar web,926 561 094 / 678 578 440,obradormanzaneque@gmail.com,https://directorioempresarial.campodecriptana.es/empresas/obrador-manzaneque/,,,https://www.google.com/maps/search/?api=1&query=Obrador%20Manzaneque%2C%20C.%20Delicias%2C%2044%2C%20Campo%20de%20Criptana%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,39.4055252,-3.1163369,
la-maldita-craft-beer-herencia,La Maldita Craft Beer,Herencia,Cerveza artesana,"La Maldita Originale, cervezas artesanas de Herencia","Avda. San Antón, 24","Cervecera artesana de Herencia nacida en 2014, centrada en cervezas naturales con identidad local manchega.",Consultar web,678 224 265 / 657 829 599,info@cervezalamaldita.com,https://herencia.es/gastronomia/lamaldita,https://www.facebook.com/cervezalamaldita/,https://www.instagram.com/cervezaslamaldita/,https://www.google.com/maps/search/?api=1&query=La%20Maldita%20Craft%20Beer%2C%20Avda.%20San%20Ant%C3%B3n%2C%2024%2C%20Herencia%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,39.3611959,-3.3568246,
bodegas-castiblanque-campo-de-criptana,Bodegas Castiblanque,Campo de Criptana,Bodega,"Baldor, Cúrcuma, vinos de Bodegas Castiblanque","C. Isaac Peral, 19",Bodega de Campo de Criptana con 120 hectáreas de viñedo propio y elaboración de vinos de La Mancha en una bodega restaurada.,Consultar web,926 589 147,info@bodegascastiblanque.com,https://www.bodegascastiblanque.com/la-bodega/,https://www.facebook.com/BodegasCastiblanque/,https://www.instagram.com/bodegas_castiblanque/,https://www.google.com/maps/search/?api=1&query=Bodegas%20Castiblanque%2C%20C.%20Isaac%20Peral%2C%2019%2C%20Campo%20de%20Criptana%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,39.4017693,-3.1249186,
bodegas-mendieta-alcazar-de-san-juan,Bodegas Mendieta,Alcázar de San Juan,Bodega,"Vinos Mendieta, AOVE Mendieta, vinos y aceites de finca","Av. de Cervera, 77","Bodega familiar con sedes y fincas en Alcázar de San Juan, Daimiel, Herencia y Membrilla, elaboradora de vinos y aceites.",Consultar web,926 540 629,bodega@bodegasmendieta.com,https://www.bodegasmendieta.com/nosotros/,,,https://www.google.com/maps/search/?api=1&query=Bodegas%20Mendieta%2C%20Av.%20de%20Cervera%2C%2077%2C%20Alc%C3%A1zar%20de%20San%20Juan%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,39.3871632,-3.2084382,
cabesota-bolanos-de-calatrava,Cabesota,Bolaños de Calatrava,Lácteos y quesos,"Cabesota tierno, Cabesota semicurado, Cabesota con flores comestibles","C. Minas, 3, 13260 Bolaños de Calatrava, Ciudad Real","Quesería de Bolaños de Calatrava especializada en quesos de oveja de elaboración familiar, con gama tierna, semicurada y afinada.",Consultar web o venta directa,,info@cabesota.com,https://cabesota.com/,https://www.facebook.com/quesoscabesota/about,https://www.instagram.com/quesoscabesota/,https://www.google.com/maps/search/?api=1&query=Cabesota%2C%20C.%20Minas%2C%203%2C%20Bola%C3%B1os%20de%20Calatrava%2C%20Ciudad%20Real,38.9062533,-3.6629811,
food-manchegos-quesos-campollano-ciudad-real,Food Manchegos - Quesos Campollano,Ciudad Real,Lácteos y quesos,"Campollano curado corteza natural, Campollano añejo, queso manchego","Camino de la Guija, 23, 13002 Ciudad Real","Empresa quesera ciudadrealeña detrás de Quesos Campollano, especializada en quesos de oveja manchega y especialidades curadas.",Consultar web o venta directa,926 836 666,,https://www.quesoscampollano.com/,,,https://www.google.com/maps/search/?api=1&query=Food%20Manchegos%20Quesos%20Campollano%2C%20Camino%20de%20la%20Guija%2023%2C%20Ciudad%20Real,38.9960936,-3.9374039,
manchega-ojos-del-guadiana-daimiel,Manchega Ojos del Guadiana,Daimiel,Lácteos y quesos,"Ojos del Guadiana Etiqueta Negra DOP Manchego, Zuacorta, queso manchego artesano","C. Tejeros, s/n, Polígono Industrial Sepes, 13250 Daimiel, Ciudad Real",Cooperativa de ganaderos manchegos de Daimiel dedicada al queso manchego artesano con leche cruda de oveja manchega.,Consultar web o venta directa,926 851 392,info@ojosdelguadiana.com,http://ojosdelguadiana.com/,https://www.facebook.com/Queso-Manchego-Ojos-Del-Guadiana-325065621035,,https://www.google.com/maps/search/?api=1&query=Manchega%20Ojos%20del%20Guadiana%2C%20C.%20Tejeros%2C%20Daimiel%2C%20Ciudad%20Real,39.0756297,-3.5887705,
sat-explotacion-cabaneros-alcoba,SAT Explotación Cabañeros,Alcoba,Lácteos y quesos,"Cabañeros semicurado, queso artesano de oveja curado","Ctra. Las Tablillas, s/n, Santa Quiteria, 13116 Alcoba, Ciudad Real",Explotación familiar del entorno de Cabañeros dedicada a la cría de oveja y a quesos artesanos de leche cruda de su propia ganadería.,Consultar venta directa,926 785 309,,,,,https://www.google.com/maps/search/?api=1&query=SAT%20Explotaci%C3%B3n%20Caba%C3%B1eros%2C%20Santa%20Quiteria%2C%20Alcoba%2C%20Ciudad%20Real,39.2579620,-4.3687520,
agricola-la-merced-s-a-villanueva-de-los-infantes,Agricola La Merced S.A.,Villanueva De Los Infantes,Lácteos y quesos,"Chisquero Manchego Artesano D.O.P., Chisquero Artesano Semicurado 4 meses","Villanueva De Los Infantes, Ciudad Real, España","Productor lácteo de Villanueva De Los Infantes incluido en el directorio World Cheese Awards con productos como Chisquero Manchego Artesano D.O.P., Chisquero Artesano Semicurado 4 meses.",Consultar fuente,,,https://gff.co.uk/directory/producer/?id=33568,,,https://www.google.com/maps/search/?api=1&query=Agricola%20La%20Merced%20S.A.%2C%20Villanueva%20De%20Los%20Infantes%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,,,
agropecuaria-navaloshaces-s-l-corral-de-calatrava,Agropecuaria Navaloshaces S.L.,Corral de Calatrava,Lácteos y quesos,"NAVALOSHACES CURADO EN ACEITE DE OLIVA VIRGEN EXTRA, NAVALOSHACES SEMICURADO","Corral de Calatrava, Ciudad Real, España","Productor lácteo de Corral de Calatrava incluido en el directorio World Cheese Awards con productos como NAVALOSHACES CURADO EN ACEITE DE OLIVA VIRGEN EXTRA, NAVALOSHACES SEMICURADO.",Consultar fuente,,,https://gff.co.uk/directory/producer/?id=28957,,,https://www.google.com/maps/search/?api=1&query=Agropecuaria%20Navaloshaces%20S.L.%2C%20Corral%20de%20Calatrava%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,,,
agrovillaserra-s-l-porzuna,AGROVILLASERRA S.L.,Porzuna,Lácteos y quesos,"Queso Manchego Artesano DOP Añejo - VILLAJOS, Queso Manchego Artesano DOP Curado - VILLAJOS","Porzuna, Ciudad Real, España","Productor lácteo de Porzuna incluido en el directorio World Cheese Awards con productos como Queso Manchego Artesano DOP Añejo - VILLAJOS, Queso Manchego Artesano DOP Curado - VILLAJOS.",Consultar fuente,,,https://gff.co.uk/directory/producer/?id=46836,,,https://www.google.com/maps/search/?api=1&query=AGROVILLASERRA%20S.L.%2C%20Porzuna%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,,,
e-s-garceran-1-s-l-villahermosa,E.S. GARCERÁN 1 S.L.,Villahermosa,Lácteos y quesos,"QUESO DE OVEJA CURADO EN ROMERO SEÑORIO DE VILLAHERMOSA, QUESO DE OVEJA SEMICURADO SEÑORIO DE VILLAHERMOSA","Villahermosa, Ciudad Real, España","Productor lácteo de Villahermosa incluido en el directorio World Cheese Awards con productos como QUESO DE OVEJA CURADO EN ROMERO SEÑORIO DE VILLAHERMOSA, QUESO DE OVEJA SEMICURADO SEÑORIO DE VILLAHERMOSA.",Consultar fuente,,,https://gff.co.uk/directory/producer/?id=60787,,,https://www.google.com/maps/search/?api=1&query=E.S.%20GARCER%C3%81N%201%20S.L.%2C%20Villahermosa%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,,,
magatena-s-a-daimiel,MAGATENA S.A.,Daimiel,Lácteos y quesos,"DEHESA ZACATENA. QUESO MANCHEGO SEMICURADO ECOLÓGICO, DEHESA ZACATENA. QUESO MANCHEGO ARTESANO CURADO ECOLÓGICO","Daimiel, Ciudad Real, España","Productor lácteo de Daimiel incluido en el directorio World Cheese Awards con productos como DEHESA ZACATENA. QUESO MANCHEGO SEMICURADO ECOLÓGICO, DEHESA ZACATENA. QUESO MANCHEGO ARTESANO CURADO ECOLÓGICO.",Consultar fuente,,,https://gff.co.uk/directory/producer/?id=48604,,,https://www.google.com/maps/search/?api=1&query=MAGATENA%20S.A.%2C%20Daimiel%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,,,
mariana-menchero-castro-queso-saleta-ciudad-real,MARIANA MENCHERO CASTRO (QUESO SALETA),Ciudad Real,Lácteos y quesos,"SALETA AHUMADO, SALETA AÑEJO","Ciudad Real, Ciudad Real, España","Productor lácteo de Ciudad Real incluido en el directorio World Cheese Awards con productos como SALETA AHUMADO, SALETA AÑEJO.",Consultar fuente,,,https://gff.co.uk/directory/producer/?id=45840,,,https://www.google.com/maps/search/?api=1&query=MARIANA%20MENCHERO%20CASTRO%20(QUESO%20SALETA)%2C%20Ciudad%20Real%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,,,
quesera-herenciana-cofer-s-l-ciudad-real,Quesera Herenciana Cofer S.L.,Herencia,Lácteos y quesos,VillaHerencia - Tender Sheep´s Cheese,"Calle Gómez Montalbán, 28, 13640 Herencia, Ciudad Real",Productor lácteo de Ciudad Real incluido en el directorio World Cheese Awards con productos como VillaHerencia - Tender Sheep´s Cheese.,Consultar fuente,,,https://gff.co.uk/directory/producer/?id=21727,,https://www.instagram.com/quesoscofer/,https://www.google.com/maps/search/?api=1&query=Quesera%20Herenciana%20Cofer%20S.L.%2C%20Calle%20G%C3%B3mez%20Montalb%C3%A1n%2C%2028%2C%2013640%20Herencia%2C%20Ciudad%20Real,39.3675328,-3.3516744,
queseria-artesanal-la-solana-s-l-la-solana,"QUESERIA ARTESANAL LA SOLANA, S.L.",La Solana,Lácteos y quesos,"QUESO CURADO LA SOLANA, QUESO CURADO MEZCLA LA SOLANA","Avenida los Industriales, parcelas 5.8-5.9, Polígono Industrial La Serna, 13240 La Solana, Ciudad Real","Productor lácteo de La Solana incluido en el directorio World Cheese Awards con productos como QUESO CURADO LA SOLANA, QUESO CURADO MEZCLA LA SOLANA.",Consultar fuente,,,https://gff.co.uk/directory/producer/?id=51715,,https://www.instagram.com/quesoslasolana/,https://www.google.com/maps/search/?api=1&query=QUESERIA%20ARTESANAL%20LA%20SOLANA%2C%20S.L.%2C%20Avenida%20los%20Industriales%2C%20parcelas%205.8-5.9%2C%20Pol%C3%ADgono%20Industrial%20La%20Serna%2C%2013240%20La%20Solana%2C%20Ciudad%20Real,,,
queseria-valdehornos-ciudad-real,Queseria Valdehornos,Ciudad Real,Lácteos y quesos,VALDEHORNOS Curado,"Ciudad Real, Ciudad Real, España",Productor lácteo de Ciudad Real incluido en el directorio World Cheese Awards con productos como VALDEHORNOS Curado.,Consultar fuente,,,https://gff.co.uk/directory/producer/?id=33573,,,https://www.google.com/maps/search/?api=1&query=Queseria%20Valdehornos%2C%20Ciudad%20Real%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,,,
queseria-solidaria-almaden-s-l-almaden,Quesería Solidaria Almadén S.L.,Almadén,Lácteos y quesos,Queso de oveja viejo 10 meses.,"Almadén, Ciudad Real, España",Productor lácteo de Almadén incluido en el directorio World Cheese Awards con productos como Queso de oveja viejo 10 meses..,Consultar fuente,,,https://gff.co.uk/directory/producer/?id=51279,,,https://www.google.com/maps/search/?api=1&query=Queser%C3%ADa%20Solidaria%20Almad%C3%A9n%20S.L.%2C%20Almad%C3%A9n%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,,,
queso-artesano-el-manojar-los-cortijos,Queso Artesano El Manojar,Los Cortijos,Lácteos y quesos,"El Manojar Curado, 6 meses","Los Cortijos, Ciudad Real, España","Productor lácteo de Los Cortijos incluido en el directorio World Cheese Awards con productos como El Manojar Curado, 6 meses.",Consultar fuente,,,https://gff.co.uk/directory/producer/?id=51628,,,https://www.google.com/maps/search/?api=1&query=Queso%20Artesano%20El%20Manojar%2C%20Los%20Cortijos%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,,,
quesos-carpuela-s-l-herencia,QUESOS CARPUELA S.L.,Herencia,Lácteos y quesos,Sheep's milk cheese 12 months,"Calle Caleros, 15, 13640 Herencia, Ciudad Real",Productor lácteo de Herencia incluido en el directorio World Cheese Awards con productos como Sheep's milk cheese 12 months.,Consultar fuente,,,https://gff.co.uk/directory/producer/?id=50273,,,https://www.google.com/maps/search/?api=1&query=QUESOS%20CARPUELA%20S.L.%2C%20Calle%20Caleros%2C%2015%2C%2013640%20Herencia%2C%20Ciudad%20Real,39.3783225,-3.3366045,
quesos-don-apolonio-s-l-ciudad-real,"Quesos Don Apolonio, S.L.",Malagón,Lácteos y quesos,"Queso de Oveja Añejo Don Apolonio, Queso de Oveja Curado Don Apolonio","CM-4114, km 28, 13420 Malagón, Ciudad Real","Productor lácteo de Ciudad Real incluido en el directorio World Cheese Awards con productos como Queso de Oveja Añejo Don Apolonio, Queso de Oveja Curado Don Apolonio.",Consultar fuente,,,https://gff.co.uk/directory/producer/?id=38537,,https://www.instagram.com/donapolonio/,https://www.google.com/maps/search/?api=1&query=Quesos%20Don%20Apolonio%2C%20S.L.%2C%20CM-4114%2C%20km%2028%2C%2013420%20Malag%C3%B3n%2C%20Ciudad%20Real,39.1553864,-3.8356480,
quesos-don-miguel-s-l-alcazar-de-san-juan,"QUESOS DON MIGUEL, S.L.",Alcázar de San Juan,Lácteos y quesos,"Cured Mixed Cheese, HARD EWES' MILK CHEESE","Polígono Industrial Emilio Castro, Calle Industria, 15, 13600 Alcázar de San Juan, Ciudad Real","Productor lácteo de Alcázar de San Juan incluido en el directorio World Cheese Awards con productos como Cured Mixed Cheese, HARD EWES' MILK CHEESE.",Consultar fuente,,,https://gff.co.uk/directory/producer/?id=63685,,,https://www.google.com/maps/search/?api=1&query=QUESOS%20DON%20MIGUEL%2C%20S.L.%2C%20Pol%C3%ADgono%20Industrial%20Emilio%20Castro%2C%20Calle%20Industria%2C%2015%2C%2013600%20Alc%C3%A1zar%20de%20San%20Juan%2C%20Ciudad%20Real,39.3969964,-3.2259677,
quesos-encinasola-s-l-picon,QUESOS ENCINASOLA S.L.,Picon,Lácteos y quesos,"Quesos Encinasola – 60 days, Quesos Encinasola – 90 days","Picon, Ciudad Real, España","Productor lácteo de Picon incluido en el directorio World Cheese Awards con productos como Quesos Encinasola – 60 days, Quesos Encinasola – 90 days.",Consultar fuente,,,https://gff.co.uk/directory/producer/?id=42379,,,https://www.google.com/maps/search/?api=1&query=QUESOS%20ENCINASOLA%20S.L.%2C%20Picon%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,,,
quesos-la-gaitana-herencia,QUESOS LA GAITANA,Herencia,Lácteos y quesos,"COSECHA DE BERNARDETE CURADO DE OVEJA 8 MESES, LA GAITANA CURADO DE OVEJA 8 MESES","Calle Santa Ana, 20, 13640 Herencia, Ciudad Real","Productor lácteo de Herencia incluido en el directorio World Cheese Awards con productos como COSECHA DE BERNARDETE CURADO DE OVEJA 8 MESES, LA GAITANA CURADO DE OVEJA 8 MESES.",Consultar fuente,,,https://gff.co.uk/directory/producer/?id=48491,,https://www.instagram.com/la.gaitana/,https://www.google.com/maps/search/?api=1&query=QUESOS%20LA%20GAITANA%2C%20Calle%20Santa%20Ana%2C%2020%2C%2013640%20Herencia%2C%20Ciudad%20Real,39.3665645,-3.3478322,
quesos-rocinante-s-l-malagon,QUESOS ROCINANTE S.L.,Malagon,Lácteos y quesos,"Iberico Cheese Aged, Manchego PDO Cheese 3 months aged","Ctra. de Toledo s/n, 13420 Malagón, Ciudad Real","Productor lácteo de Malagon incluido en el directorio World Cheese Awards con productos como Iberico Cheese Aged, Manchego PDO Cheese 3 months aged.",Consultar fuente,,,https://gff.co.uk/directory/producer/?id=48545,,https://www.instagram.com/quesosrocinante/,https://www.google.com/maps/search/?api=1&query=QUESOS%20ROCINANTE%20S.L.%2C%20Ctra.%20de%20Toledo%20s%2Fn%2C%2013420%20Malag%C3%B3n%2C%20Ciudad%20Real,,,
