nombre,pais,pais_codigo,region,region_codigo,municipio,categoria,productos,direccion,horario,telefono,correo,web,facebook,instagram,google_maps,lat,lon,osm_id,fuente_url,fecha_extraccion,verificacion,venta_online
Hofladen Bioobst Görnitz,Alemania,DE,Sachsen,DE-SN,Coswig,Otros,,"Cliebener Straße 99, 01640 Coswig","Mo-Fr 09:00-18:00; Sa 09:00-12:00; Su,PH off",+49352378810,info@bioobst-goernitz.de,https://www.bioobst-goernitz.de/verkauf/hofladen-in-coswig.php,,,"https://www.google.com/maps?q=51.143014,13.547076",51.143014,13.547076,node/13358166481,https://www.openstreetmap.org/node/13358166481,2026-08-05,parcial,no comprobado
BioNaturHof Frankenhausen,Alemania,DE,Sachsen,DE-SN,Crimmitschau,Otros,,"Leipziger Straße 215, 08451 Crimmitschau","Tu, Th-Fr 10:00-18:00",+493762705192,office@bionaturhof.de,https://www.bionaturhof.de,https://www.facebook.com/biohoffranke/,,"https://www.google.com/maps?q=50.838807,12.390473",50.838807,12.390473,node/5862514464,https://www.openstreetmap.org/node/5862514464,2026-08-05,parcial,no comprobado
Bienentau - Erlebnisimkerei Schulze & Schmiedgen,Alemania,DE,Sachsen,DE-SN,Crottendorf,Miel,Honig,"Hauptstraße 5, 09474 Crottendorf",,+4937336736067,info@bienentau.de,https://www.bienentau.de/,,,"https://www.google.com/maps?q=50.539304,12.947990",50.539304,12.947990,node/6641086994,https://www.openstreetmap.org/node/6641086994,2026-08-05,parcial,no comprobado
Schäferei Drutschmann,Alemania,DE,Sachsen,DE-SN,Dippoldiswalde,Otros,,"Am Dorfbach 10, 01744 Dippoldiswalde",Th-Fr 10:00-19:00; Sa 10:00-12:00,+493504613973,info@schaeferei-drutschmann.de,https://www.schaeferei-drutschmann.de/,,,"https://www.google.com/maps?q=50.885432,13.643917",50.885432,13.643917,node/5904547173,https://www.openstreetmap.org/node/5904547173,2026-08-05,parcial,no comprobado
Hofladen Weixdorf,Alemania,DE,Sachsen,DE-SN,Dresden,Otros,,"Pastor-Roller-Straße 42, 01108 Dresden","Tu-Fr 09:00-18:00; Sa 08:00-12:00; Mo,Su,PH off",+493518881314,info@hofladen-weixdorf.de,https://www.hofladen-weixdorf.de,https://www.facebook.com/hofladenweixdorf,,"https://www.google.com/maps?q=51.151500,13.800400",51.151500,13.800400,way/150751724,https://www.openstreetmap.org/way/150751724,2026-08-05,parcial,no comprobado
Imkerei Dresdner Honig,Alemania,DE,Sachsen,DE-SN,Dresden,Miel,Honig,"Bautzner Landstraße 177, 01324 Dresden",,+491703011079,kromat@dresdner-honig.de,http://www.dresdner-honig.de,,,"https://www.google.com/maps?q=51.061172,13.858480",51.061172,13.858480,node/10147600606,https://www.openstreetmap.org/node/10147600606,2026-08-05,parcial,no comprobado
Limousinhof Klemm,Alemania,DE,Sachsen,DE-SN,Frauenstein,Otros,,"Reichenauer Weg 18, 09623 Frauenstein",Fr 08:00-18:00,+49373267365,limousin-hof.mklemm@t-online.de,https://www.limousinhof-klemm.de,,,"https://www.google.com/maps?q=50.799273,13.544584",50.799273,13.544584,way/114708045,https://www.openstreetmap.org/way/114708045,2026-08-05,parcial,no comprobado
Gut Pesterwitz,Alemania,DE,Sachsen,DE-SN,Freital,Otros,,"An der Winzerei 1b, 01705 Freital",Mo-Fr 08:00-18:00; Sa 08:00-12:00,+493516502513,info@gut-pesterwitz.de,https://www.gut-pesterwitz.de/hofladen/,,,"https://www.google.com/maps?q=51.027195,13.651124",51.027195,13.651124,node/1559154807,https://www.openstreetmap.org/node/1559154807,2026-08-05,parcial,no comprobado
Hobbyimkerei Franz,Alemania,DE,Sachsen,DE-SN,Glauchau,Miel,Honig,"August-Bebel-Straße 7, 08371 Glauchau",,+493763539990,torstenfranzgc@online.de,http://www.hobbyimkerei-franz.de,,,"https://www.google.com/maps?q=50.823216,12.544695",50.823216,12.544695,node/6321854233,https://www.openstreetmap.org/node/6321854233,2026-08-05,parcial,no comprobado
Gut Gadewitz,Alemania,DE,Sachsen,DE-SN,Großweitzschen,Aceite,Öl,"Gadewitz 10, 04720 Großweitzschen",We-Fr 10:00-19:00; Sa 09:00-13:00; Su-Tu off,+4934317044,gut-gadewitz@t-online.de,https://www.gut-gadewitz.de/,,,"https://www.google.com/maps?q=51.159205,13.136470",51.159205,13.136470,node/1120160299,https://www.openstreetmap.org/node/1120160299,2026-08-05,parcial,no comprobado
Bioladen Kanzleilehngut,Alemania,DE,Sachsen,DE-SN,Halsbrücke,Otros,,"Loßnitzer Weg 1, 09633 Halsbrücke",Th 14:00-19:00,+49373120773,sales@biogut.eu,https://www.kanzleilehngut.de/,,,"https://www.google.com/maps?q=50.945879,13.334636",50.945879,13.334636,node/3846382657,https://www.openstreetmap.org/node/3846382657,2026-08-05,parcial,no comprobado
Imkerei Aurich,Alemania,DE,Sachsen,DE-SN,Halsbrücke,Miel,Honig,"Am Hetzbach 26, 09633 Halsbrücke",,+493520928910,info@imkerei-aurich.de,https://imkerei-aurich.de/,,,"https://www.google.com/maps?q=50.981423,13.474604",50.981423,13.474604,node/7334202728,https://www.openstreetmap.org/node/7334202728,2026-08-05,parcial,no comprobado
Hofladen Hofgut Pulsitz,Alemania,DE,Sachsen,DE-SN,Jahnatal,Otros,,"Pulsitzer Hauptstraße 14, 04749 Jahnatal","Mo-Sa 10:00-11:30,13:00-19:00; Su,PH off",+493432422277,kontakt@hofgut-pulsitz.de,http://www.hofgut-pulsitz.de/laden/index.html,,,"https://www.google.com/maps?q=51.216167,13.168462",51.216167,13.168462,node/1852472582,https://www.openstreetmap.org/node/1852472582,2026-08-05,parcial,no comprobado
Imkerei Berthold,Alemania,DE,Sachsen,DE-SN,Klingenberg,Miel,Honig,"Mühlenstraße 5, 01774 Klingenberg",,+493505517766,imkereiberthold@vodafone.de,http://www.imkereiberthold.de/,,,"https://www.google.com/maps?q=50.885992,13.585851",50.885992,13.585851,node/2435375118,https://www.openstreetmap.org/node/2435375118,2026-08-05,parcial,no comprobado
Imkerei Winde,Alemania,DE,Sachsen,DE-SN,Liebschützberg,Miel,Honig,"Oschatzer Weg 9a, 04758 Liebschützberg","Mo-Fr 09:00-17:00; Sa,Su,PH off",+493435930157,imkerei@sachsen-honig.de,https://www.sachsen-honig.de/,,,"https://www.google.com/maps?q=51.289631,13.182535",51.289631,13.182535,node/12726287425,https://www.openstreetmap.org/node/12726287425,2026-08-05,parcial,no comprobado
Spindlerhof,Alemania,DE,Sachsen,DE-SN,Liebstadt,Otros,,"Döbraer Straße 48, 01825 Liebstadt","Th-Fr 16:00-18:00 || ""nach Vereinbarung""; PH off",+491755779110,info@spindlerhof.de,https://www.spindlerhof.de/,,,"https://www.google.com/maps?q=50.829843,13.840883",50.829843,13.840883,node/10960961685,https://www.openstreetmap.org/node/10960961685,2026-08-05,parcial,no comprobado
BIO PLANÈTE Ölmühle Moog GmbH,Alemania,DE,Sachsen,DE-SN,Lommatzsch,Aceite,Öl,"Klappendorf 1, 01623 Lommatzsch",Mo-Fr 08:00-16:00; Th 08:00-18:00; PH off,+493524182080,,https://www.bioplanete.com,,,"https://www.google.com/maps?q=51.231211,13.332903",51.231211,13.332903,node/2234270776,https://www.openstreetmap.org/node/2234270776,2026-08-05,parcial,no comprobado
Uwe Nieschkewitz,Alemania,DE,Sachsen,DE-SN,Löbau,Miel,Honig,"Carlsbrunner Dorfanger 9, 02708 Löbau",We 09:00-13:00; Fr 14:00-18:00,+493585410295,info@imkerladen-oberlausitz.de,https://www.imkerladen-oberlausitz.de/,,,"https://www.google.com/maps?q=51.135246,14.656776",51.135246,14.656776,node/6283484685,https://www.openstreetmap.org/node/6283484685,2026-08-05,parcial,no comprobado
Fisch-Reinhardt,Alemania,DE,Sachsen,DE-SN,Löbnitz,Pescado,Fisch,"Teichstraße 18, 04509 Löbnitz","Fr 10:00-16:00; Sa 09:00-12:00; Mo-Th,PH off",+491784118733,info@fisch-reinhardt.de,https://www.fisch-reinhardt.de/standorte,,,"https://www.google.com/maps?q=51.551199,12.461298",51.551199,12.461298,node/8911763119,https://www.openstreetmap.org/node/8911763119,2026-08-05,parcial,no comprobado
Imkerei Windfege,Alemania,DE,Sachsen,DE-SN,Markersdorf,Miel,Honig,"Ortsstraße 174, 02829 Markersdorf",,+493582964602,windfege@gmx.de,https://www.windfege.de/Bienen-Honig.html,,,"https://www.google.com/maps?q=51.088195,14.853652",51.088195,14.853652,node/13375517625,https://www.openstreetmap.org/node/13375517625,2026-08-05,parcial,no comprobado
Erdbeer- & Landwirtschaftsbetrieb Tautz,Alemania,DE,Sachsen,DE-SN,Markranstädt,Fruta y verdura,Obst und Gemüse,"Dölziger Straße 31, 04420 Markranstädt",,+493419411210,info@erdbeeren-tautz.de,http://erdbeeren-tautz.de,,,"https://www.google.com/maps?q=51.337761,12.234911",51.337761,12.234911,node/2812801681,https://www.openstreetmap.org/node/2812801681,2026-08-05,parcial,no comprobado
Imkerei Müller,Alemania,DE,Sachsen,DE-SN,Mildenau,Miel,Honig,"Streckewalder Straße 1, 09456 Mildenau","Tu-Fr 15:00-17:00; Mo,Sa,Su,PH off",+49373344888,info@bikebodo.de,http://www.bikebodo.de/,,,"https://www.google.com/maps?q=50.604802,13.067864",50.604802,13.067864,node/6764461128,https://www.openstreetmap.org/node/6764461128,2026-08-05,parcial,no comprobado
Imkerei und Imkereibedarf Steffen Wittig,Alemania,DE,Sachsen,DE-SN,Nossen,Miel,Honig,"Gasse 2, 01683 Nossen","Sep-Mar We 14:00-18:00, Sa 08:30-12:30; Apr-Aug We 14:00-18:00, Fr 14:00-18:00, Sa 08:30-12:30; PH,Su off || ""Nach Vereinbarung""",+493524270581,info@sachsenhonig.de,https://sachsenhonig.de,,,"https://www.google.com/maps?q=51.072256,13.286637",51.072256,13.286637,node/5426484404,https://www.openstreetmap.org/node/5426484404,2026-08-05,parcial,no comprobado
Bio-Hofladen,Alemania,DE,Sachsen,DE-SN,Oschatz,Otros,,"Kreischaer Straße 6, 04758 Oschatz",Th-Fr 14:00-19:00; Sa 08:00-12:00,+4916095985181,herbsthof@online.de,https://herbst-hof.de/,https://www.facebook.com/HerbstHofOschatz,,"https://www.google.com/maps?q=51.280050,13.092139",51.280050,13.092139,node/4394525502,https://www.openstreetmap.org/node/4394525502,2026-08-05,parcial,no comprobado
SB-Laden Wünschendorfer Wiesenei,Alemania,DE,Sachsen,DE-SN,Pockau-Lengefeld,Lácteos y quesos,Käse und Milchprodukte,"Augustusburger Straße 135, 09514 Pockau-Lengefeld",24/7,+491733815014,landwirtschaftsbetrieb.richter@gmail.com,https://wünschendorfer-wiesenei.de,https://www.facebook.com/Landwirtschaftsbetrieb-Richter-100641675638217,https://www.instagram.com/landwirtschaftsbetrieb_richter,"https://www.google.com/maps?q=50.739706,13.166530",50.739706,13.166530,node/10650450136,https://www.openstreetmap.org/node/10650450136,2026-08-05,parcial,no comprobado
Bienenhof Regina,Alemania,DE,Sachsen,DE-SN,Ralbitz-Rosenthal,Miel,Honig,"Dorfstraße 17, 01920 Ralbitz-Rosenthal","Tu,Fr 09:00-12:00,14:30-17:00; We 09:00-12:00; Mo,Th,Sa,Su,PH off",+493579250327,bienenhof-regina@web.de,https://bienenhof-regina.de/,,,"https://www.google.com/maps?q=51.322831,14.232787",51.322831,14.232787,node/12748710500,https://www.openstreetmap.org/node/12748710500,2026-08-05,parcial,no comprobado
Hofladen,Alemania,DE,Sachsen,DE-SN,Rechenberg-Bienenmühle,Lácteos y quesos,Käse und Milchprodukte,"Hauptstraße 13, 09623 Rechenberg-Bienenmühle","Mo-We,Fr 08:00-17:00; Th 08:00-18:00; Sa 09:00-12:00; Su,PH off",+493732783930,info@agrar-bergland-clausnitz.de,https://www.agrar-bergland-clausnitz.de/,https://www.facebook.com/Berglandhof/,,"https://www.google.com/maps?q=50.748217,13.493737",50.748217,13.493737,node/5773288264,https://www.openstreetmap.org/node/5773288264,2026-08-05,parcial,no comprobado
Rosenthaler Hofladen,Alemania,DE,Sachsen,DE-SN,Rosenthal-Bielatal,Otros,,"Königsteiner Straße 60, 01824 Rosenthal-Bielatal","Mo off; Tu 12:00-17:30; We-Fr 08:00-13:00,14:30-17:30; Sa 07:00-11:00; PH off",+491737690320,hofladen.rosenthal@gmail.com,https://www.hofladen-rosenthal.de/,,,"https://www.google.com/maps?q=50.846239,14.062520",50.846239,14.062520,node/2425203643,https://www.openstreetmap.org/node/2425203643,2026-08-05,parcial,no comprobado
Hofladen Wermsdorfer Fisch,Alemania,DE,Sachsen,DE-SN,Rötha,Pescado,Fisch,"Gemeinschaftsstraße 5, 04571 Rötha","Mo-Fr 08:00-16:00; Sa 09:00-12:00; Su,PH off",+493420672676,info@wermsdorfer-fisch.de,https://wermsdorfer-fisch.de/hofladen-wermsdorf,,,"https://www.google.com/maps?q=51.176851,12.487839",51.176851,12.487839,node/9284237093,https://www.openstreetmap.org/node/9284237093,2026-08-05,parcial,no comprobado
Landgut Lietze,Alemania,DE,Sachsen,DE-SN,Stolpen,Otros,,"Bischofswerdaer Straße 20, 01833 Stolpen",We-Su 12:00-17:00; PH off,+4935973647022,landgut-lietze@gmx.de,https://www.landgut-lietze.de/,,,"https://www.google.com/maps?q=51.050332,14.086927",51.050332,14.086927,node/5532696386,https://www.openstreetmap.org/node/5532696386,2026-08-05,parcial,no comprobado
Hofladen Biohof Paulsen,Alemania,DE,Sachsen,DE-SN,Wermsdorf,Otros,,"Oberdorf 14, 04779 Wermsdorf","We-Fr 10:00-18:00; Sa 09:00-12:00; Mo,Tu,Su,PH off",+493436153711,j.paulsen@biohof-paulsen.de,http://www.biohof-paulsen.de/hofladen.html,,,"https://www.google.com/maps?q=51.336655,12.954534",51.336655,12.954534,node/9332924080,https://www.openstreetmap.org/node/9332924080,2026-08-05,parcial,no comprobado
Imkerei Ludwig,Alemania,DE,Sachsen,DE-SN,Wermsdorf,Miel,Honig,"Zum Brandbusch 6, 04779 Wermsdorf",24/7,+4934362379872,hallo@imkerei-ludwig-wermsdorf.de,http://www.imkerei-ludwig-wermsdorf.de/,https://www.facebook.com/ImkereiLudwig,,"https://www.google.com/maps?q=51.255470,12.992600",51.255470,12.992600,node/5345050843,https://www.openstreetmap.org/node/5345050843,2026-08-05,parcial,no comprobado
Hofladen Probst,Alemania,DE,Sachsen-Anhalt,DE-ST,Benndorf,Otros,,"Siebigeröder Straße 2, 06308 Benndorf","Mo-Fr 08:00-17:30; Sa 09:00-12:00; Su,PH off",+493477226276,info@hofladen-probst.de,https://hofladen-probst.de/,,,"https://www.google.com/maps?q=51.567880,11.483015",51.567880,11.483015,node/7370351838,https://www.openstreetmap.org/node/7370351838,2026-08-05,parcial,no comprobado
Uwe Arndt Akkordeonservice,Alemania,DE,Sachsen-Anhalt,DE-ST,Bornstedt,Miel,Honig,"Neue Sorge 37, 06295 Bornstedt",,+493475638705,info@akkordeonservice-arndt.de,https://www.akkordeonservice-arndt.de,,,"https://www.google.com/maps?q=51.485144,11.478120",51.485144,11.478120,way/649143548,https://www.openstreetmap.org/way/649143548,2026-08-05,parcial,no comprobado
Landfleischerei Ingo Triebe,Alemania,DE,Sachsen-Anhalt,DE-ST,Elsteraue,Otros,,"Hainichener Dorfstraße 37, 06729 Elsteraue",Di-Fr 08:00-18:00; Sa 08:00-11:00,+493441270281,info@landfleischerei-triebe.de,http://www.landfleischerei-triebe.de,,,"https://www.google.com/maps?q=51.044717,12.170495",51.044717,12.170495,way/61286304,https://www.openstreetmap.org/way/61286304,2026-08-05,parcial,no comprobado
Ab-Hof-Verkauf,Alemania,DE,Sachsen-Anhalt,DE-ST,Flechtingen,Otros,,"An der Eiche 6, 39356 Flechtingen",,+4939055791,hofandereiche@gmail.com,https://jochen-dettmer.de/,,,"https://www.google.com/maps?q=52.339005,11.144569",52.339005,11.144569,node/9693239956,https://www.openstreetmap.org/node/9693239956,2026-08-05,parcial,no comprobado
Familienimkerei Preuß,Alemania,DE,Sachsen-Anhalt,DE-ST,Genthin,Miel,Honig,"Gartenstraße 10, 39307 Genthin",,+49152224580,imkerei@preusz.net,https://preusz.wixsite.com/imkerei,,https://www.instagram.com/familienimkerei.preusz,"https://www.google.com/maps?q=52.288782,12.198894",52.288782,12.198894,way/407426707,https://www.openstreetmap.org/way/407426707,2026-08-05,parcial,no comprobado
Leinölmühle Parchen,Alemania,DE,Sachsen-Anhalt,DE-ST,Genthin,Otros,,"Burger Straße 18, 39307 Genthin","Th,Fr 10:00-17:00; Sa 10:00-12:00",+491723478519,ernst-adolf.kampe@gmx.de,https://www.leinoelmuehle-parchen.de/,,,"https://www.google.com/maps?q=52.350285,12.074765",52.350285,12.074765,way/413533282,https://www.openstreetmap.org/way/413533282,2026-08-05,parcial,no comprobado
Imkerei Margret Rhode,Alemania,DE,Sachsen-Anhalt,DE-ST,Hassel,Miel,Honig,"Sanner Dorfstraße 14, 39596 Hassel",,+493931715479,bienen.rhode@icloud.com,https://www.heimathonig.de/imker/imkerei-margret-rhode,,,"https://www.google.com/maps?q=52.658555,11.939226",52.658555,11.939226,node/12158480550,https://www.openstreetmap.org/node/12158480550,2026-08-05,parcial,no comprobado
Wildererhütte Kade,Alemania,DE,Sachsen-Anhalt,DE-ST,Kade,Otros,,"Unter den Linden 40, 39319 Kade",Fr 14:00-18:00; Sa 08:30-10:30,+491723919930,michareiss21@gmail.com,https://www.xn--wildererhtte-llb.de/,,,"https://www.google.com/maps?q=52.380196,12.262281",52.380196,12.262281,node/13353757291,https://www.openstreetmap.org/node/13353757291,2026-08-05,parcial,no comprobado
Senst Biofrucht,Alemania,DE,Sachsen-Anhalt,DE-ST,Landsberg,Otros,,"Am Mühlenfeld 8, 06188 Landsberg",,+493460421583,senst@biofrucht.info,http://www.biofrucht.info/,,,"https://www.google.com/maps?q=51.538847,12.058176",51.538847,12.058176,node/3953045355,https://www.openstreetmap.org/node/3953045355,2026-08-05,parcial,no comprobado
Bienenhonig über den Dächern Naumburgs,Alemania,DE,Sachsen-Anhalt,DE-ST,Naumburg,Miel,Honig,"Bahnhofstraße 23 B, 06618 Naumburg",,+4917559183,henning.jaworski@t-online.de,https://www.handgemacht-saale-unstrut.de/handmacher/Bienenhonig+%C3%BCber+den+D%C3%A4chern+Naumburgs,,,"https://www.google.com/maps?q=51.161576,11.801961",51.161576,11.801961,node/12350719430,https://www.openstreetmap.org/node/12350719430,2026-08-05,parcial,no comprobado
Falko Breuer Oberimkermeister,Alemania,DE,Sachsen-Anhalt,DE-ST,Nebra (Unstrut),Miel,Honig,"Ebereschenweg 8, 06642 Nebra (Unstrut)",,+493446123109,falko.breuer@t-online.de,https://bienenlehrgarten.de/content/index.php/kontakt-anfahrt.html,,,"https://www.google.com/maps?q=51.285870,11.592650",51.285870,11.592650,node/3035344987,https://www.openstreetmap.org/node/3035344987,2026-08-05,parcial,no comprobado
Hofladen,Alemania,DE,Sachsen-Anhalt,DE-ST,Nienburg/Saale,Otros,,"Hauptstraße 17, 06429 Nienburg/Saale",Mo-Fr 10:00-18:00; Sa 09:00-11:00,+493472122014,info@hofladen-gerbitz.de,http://hofladen-gerbitz.de,,,"https://www.google.com/maps?q=51.841287,11.826590",51.841287,11.826590,node/3771131319,https://www.openstreetmap.org/node/3771131319,2026-08-05,parcial,no comprobado
Brockenbauer - Hofladen,Alemania,DE,Sachsen-Anhalt,DE-ST,Oberharz am Brocken,Otros,,"Schierker Weg 13, 38875 Oberharz am Brocken","Mo-Th 11:00-18:00; Fr,Sa 11:00-21:00; Su 11:00-17:00",+49394573312,info@brockenbauer.de,https://www.brockenbauer.de/hofladen/,,,"https://www.google.com/maps?q=51.699130,10.716625",51.699130,10.716625,node/6543245359,https://www.openstreetmap.org/node/6543245359,2026-08-05,parcial,no comprobado
Bienenhof Süße Quelle,Alemania,DE,Sachsen-Anhalt,DE-ST,Oschersleben,Miel,Honig,"Kreisstraße 132, 39387 Oschersleben",,+493949514626,bienenhof-suessequelle@live.de,https://www.bienenhof-suessequelle.de/,,,"https://www.google.com/maps?q=51.997264,11.195825",51.997264,11.195825,node/8636779027,https://www.openstreetmap.org/node/8636779027,2026-08-05,parcial,no comprobado
Schäferei Schuster,Alemania,DE,Sachsen-Anhalt,DE-ST,Seehausen (Altmark),Otros,,"Ostorfer Straße 2, 39615 Seehausen (Altmark)",Th-Su 13:00-17:00,+4939397365,kontakt@schaeferei-schuster.de,https://www.schaeferei-schuster.de/,,,"https://www.google.com/maps?q=52.938192,11.790820",52.938192,11.790820,way/264253990,https://www.openstreetmap.org/way/264253990,2026-08-05,parcial,no comprobado
Landwirtschaftsbetrieb Hauser,Alemania,DE,Sachsen-Anhalt,DE-ST,Staßfurt,Otros,,"Hauptstraße 12, 39443 Staßfurt","Tu-Fr 10:00-18:00; Sa 09:00-15:00; Mo,Su,PH off",+4939266949781,bauerhauser@yahoo.com,https://www.bauerhauser.de/hofladen.php,https://www.facebook.com/BauerHauser/,https://www.instagram.com/bauer_hauser/,"https://www.google.com/maps?q=51.919849,11.602804",51.919849,11.602804,node/6149921059,https://www.openstreetmap.org/node/6149921059,2026-08-05,parcial,no comprobado
Berufsimkerei Behrendt,Alemania,DE,Sachsen-Anhalt,DE-ST,Stendal,Miel,Honig,"Lise-Meitner-Straße 8, 39576 Stendal",,+49393141070,info@wabenkoenig.de,https://wabenkoenig.de/,,,"https://www.google.com/maps?q=52.628408,11.847922",52.628408,11.847922,way/1446958894,https://www.openstreetmap.org/way/1446958894,2026-08-05,parcial,no comprobado
Bio Edelpilze Altmark,Alemania,DE,Sachsen-Anhalt,DE-ST,Stendal,Otros,,"Sälinger Straße 39-41, 39576 Stendal",,+4939316891753,kontakt@bioedelpilze-altmark.de,https://bioedelpilze-altmark.de/,,,"https://www.google.com/maps?q=52.541419,11.891894",52.541419,11.891894,node/12750038973,https://www.openstreetmap.org/node/12750038973,2026-08-05,parcial,no comprobado
Hofladen Altenweddinger Geflügelhof,Alemania,DE,Sachsen-Anhalt,DE-ST,Sülzetal,Otros,,"Breite Straße 45, 39171 Sülzetal","Tu,Th,Fr 10:00-15:00; Sa 09:00-12:00; Mo,We,Su,PH off",+493920569682,info@braunes.com,https://www.gefluegelhof-braune.de/,,,"https://www.google.com/maps?q=51.993516,11.535420",51.993516,11.535420,node/9105104126,https://www.openstreetmap.org/node/9105104126,2026-08-05,parcial,no comprobado
Hofladen Obsthof Hornemann,Alemania,DE,Sachsen-Anhalt,DE-ST,Sülzetal,Otros,,"Am Schachtteich 1, 39171 Sülzetal","Tu-Fr 09:00-18:00; Sa 09:00-13:00; Su,PH off",+493920520114,info@obsthof-hornemann.de,https://www.obsthof-hornemann.de/hofladen.html,https://www.facebook.com/ObsthofHornemann,,"https://www.google.com/maps?q=52.009458,11.512926",52.009458,11.512926,node/9108292427,https://www.openstreetmap.org/node/9108292427,2026-08-05,parcial,no comprobado
Hofladen Sülldorf,Alemania,DE,Sachsen-Anhalt,DE-ST,Sülzetal,Otros,,"Salzblütenweg 18, 39171 Sülzetal","Tu-Fr 07:30-18:00; Sa 08:00-13:00; Mo,Su,PH off",+4939205695190,mail@hof-suelldorf.de,https://www.hof-suelldorf.de/hofladen,https://www.facebook.com/HofSuelldorf,https://www.instagram.com/hofsuelldorf,"https://www.google.com/maps?q=52.025462,11.563758",52.025462,11.563758,node/6149907988,https://www.openstreetmap.org/node/6149907988,2026-08-05,parcial,no comprobado
Fleischmanufaktur & Hofladen Biohof 7,Alemania,DE,Sachsen-Anhalt,DE-ST,Tangerhütte,Otros,,"Schernebecker Dorfstraße 38, 39517 Tangerhütte",Fr 14:00-18:00,+4939361179938,info@biohof7.de,https://www.biohof7.de/,https://de-de.facebook.com/pages/category/Local-Business/Biohof-7-2072754162798286/,,"https://www.google.com/maps?q=52.464474,11.731529",52.464474,11.731529,node/11758588886,https://www.openstreetmap.org/node/11758588886,2026-08-05,parcial,no comprobado
Imkerei HonigBär,Alemania,DE,Sachsen-Anhalt,DE-ST,Tangermünde,Miel,Honig,"Gewerbepark 26, 39590 Tangermünde",,+491743016844,info@honigbaer24.de,https://honigbaer24.de/,,,"https://www.google.com/maps?q=52.547531,11.954200",52.547531,11.954200,node/11916534771,https://www.openstreetmap.org/node/11916534771,2026-08-05,parcial,no comprobado
Ziegenhof Scleckweda,Alemania,DE,Sachsen-Anhalt,DE-ST,Wetterzeube,Otros,,"Elsterweg 4, 06722 Wetterzeube","Fr 10:00-18:00; Mo-Th,Sa,Su,PH off",+493669322747,info@ziegenhof-schleckweda.de,http://www.ziegenhof-schleckweda.de/,,,"https://www.google.com/maps?q=51.010043,12.023702",51.010043,12.023702,node/1355489034,https://www.openstreetmap.org/node/1355489034,2026-08-05,parcial,no comprobado
Hofladen Hühnerhof-Zimmermann,Alemania,DE,Sachsen-Anhalt,DE-ST,Zeitz,Otros,,"Bergweg 3, 06711 Zeitz","Th,Fr 15:00-18:00; Sa 09:00-12:00; Mo,Tu,We,Su,PH off",+493441535837,info@hühnerhof-zimmermann.de,http://huehnerhof-zimmermann.de/hofladen/,,,"https://www.google.com/maps?q=51.093453,12.124690",51.093453,12.124690,node/6680043279,https://www.openstreetmap.org/node/6680043279,2026-08-05,parcial,no comprobado
Hofladen Gut Wulfsdorf,Alemania,DE,Schleswig-Holstein,DE-SH,Ahrensburg,Otros,,"Bornkampsweg 39, 22926 Ahrensburg","Mo-Fr 09:00-18:30; Sa 08:00-16:00, PH off",+49410232587,hofladen@gutwulfsdorf.de,https://gutwulfsdorf.de/hofladen.html,,,"https://www.google.com/maps?q=53.659534,10.190552",53.659534,10.190552,way/24469272,https://www.openstreetmap.org/way/24469272,2026-08-05,parcial,no comprobado
Hofladen Föhrer Inselkäse,Alemania,DE,Schleswig-Holstein,DE-SH,Alkersum,Otros,,"Hauptstraße 9, 25938 Alkersum","Mo-Fr 08:30-16:00; Sa 08:30-14:00; Su,PH off",+4946812492,bestellung@foehrer-inselkaese.de,https://foehrer-inselkaese.de/,,,"https://www.google.com/maps?q=54.708984,8.507827",54.708984,8.507827,node/602085319,https://www.openstreetmap.org/node/602085319,2026-08-05,parcial,no comprobado
Gärtnerei/Gartenpflege Erlenhof,Alemania,DE,Schleswig-Holstein,DE-SH,Aukrug,Fruta y verdura,Obst und Gemüse,"Itzehoer Straße 26, 24613 Aukrug",Mo-Th 08:00-16:00; Fr 08:00-14:00,+49487399878,peglow.frank@erlenhof.org,http://www.landesverein.de,,,"https://www.google.com/maps?q=54.079667,9.776718",54.079667,9.776718,node/10087046317,https://www.openstreetmap.org/node/10087046317,2026-08-05,parcial,no comprobado
Hofladen Schilling,Alemania,DE,Schleswig-Holstein,DE-SH,Blomesche Wildnis,Otros,,"Am Altendeich 99, 25348 Blomesche Wildnis","Mo-Fr 08:00-12:00,13:30-18:00; Sa 08:00-12:00; PH off",+4941245111,mail@hofladen-schilling.de,https://www.hofladen-schilling.de/,,,"https://www.google.com/maps?q=53.792906,9.485749",53.792906,9.485749,node/4114522506,https://www.openstreetmap.org/node/4114522506,2026-08-05,parcial,no comprobado
Hofladen Martens,Alemania,DE,Schleswig-Holstein,DE-SH,Breitenfelde,Otros,,"Bundesstraße 21, 23881 Breitenfelde",Mo-Fr 6:00-19:00; Sa 6:00-18:00; Su 8:00-18:00; PH 8:00-13:00,+4945422447,martens-breitenfelde@t-online.de,https://www.gefluegelhof-martens.de/,,,"https://www.google.com/maps?q=53.607524,10.631505",53.607524,10.631505,node/5421268943,https://www.openstreetmap.org/node/5421268943,2026-08-05,parcial,no comprobado
